productNumber,productName,vehicleBrand,vehicleModel,vehicleVariant
JA-001708,JAEGER automotive 13P Elektrosatz,MERCEDES BENZ,C-Klasse,"Typ W204, Limousine"
JA-001709,JAEGER automotive 7P Elektrosatz,MERCEDES BENZ,C-Klasse,"Typ W204, Limousine"
JA-001710,Anhängerkupplung inkl. PREMIUM Elektrosatz,MERCEDES BENZ,C-Klasse,"Typ W204, Limousine"
JA-001711,JAEGER automotive 13P Premium Elektrosatz,MERCEDES BENZ,C-Klasse,"Typ C204, Coupe"
JA-001712,JAEGER automotive 7P Premium Elektrosatz,MERCEDES BENZ,C-Klasse,"Typ C204, Coupe"
JA-001713,JAEGER automotive 13P Elektrosatz,MERCEDES BENZ,C-Klasse,"Typ C204, Coupe"
JA-001714,JAEGER automotive 7P Elektrosatz,MERCEDES BENZ,C-Klasse,"Typ C204, Coupe"
JA-001715,Anhängerkupplung inkl. PREMIUM Elektrosatz,MERCEDES BENZ,C-Klasse,"Typ C204, Coupe"
JA-001716,JAEGER automotive 13P Premium Elektrosatz,MERCEDES BENZ,CLA,Typ C117
JA-001717,JAEGER automotive 7P Premium Elektrosatz,MERCEDES BENZ,CLA,Typ C117
JA-001718,Anhängerkupplung inkl. PREMIUM Elektrosatz,MERCEDES BENZ,CLA,Typ C117
JA-001719,JAEGER automotive 13P Premium Elektrosatz,MERCEDES BENZ,CLA,Typ C118
JA-001720,JAEGER automotive 13P Premium Elektrosatz,MERCEDES BENZ,CLA,Typ C118
JA-001721,JAEGER automotive 13P Elektrosatz,MERCEDES BENZ,CLA,Typ C118
JA-001722,Anhängerkupplung inkl. PREMIUM Elektrosatz,MERCEDES BENZ,CLA,Typ C118
JA-001723,Anhängerkupplung inkl. PREMIUM Elektrosatz,MERCEDES BENZ,CLA,Typ C118
JA-001724,JAEGER automotive 13P Premium Elektrosatz,MERCEDES BENZ,CLA Shooting Brake,Typ X118
JA-001725,JAEGER automotive 13P Premium Elektrosatz,MERCEDES BENZ,CLA Shooting Brake,Typ X118
JA-001726,JAEGER automotive 13P Elektrosatz,MERCEDES BENZ,CLA Shooting Brake,Typ X118
JA-001727,Anhängerkupplung inkl. PREMIUM Elektrosatz,MERCEDES BENZ,CLA Shooting Brake,Typ X118
JA-001728,Anhängerkupplung inkl. PREMIUM Elektrosatz,MERCEDES BENZ,CLA Shooting Brake,Typ X118
JA-001729,JAEGER automotive 13P Premium Elektrosatz,MERCEDES BENZ,CLA Shooting Brake,Typ X117
JA-001730,JAEGER automotive 7P Premium Elektrosatz,MERCEDES BENZ,CLA Shooting Brake,Typ X117
JA-001731,Anhängerkupplung inkl. PREMIUM Elektrosatz,MERCEDES BENZ,CLA Shooting Brake,Typ X117
JA-001732,JAEGER automotive 13P Premium Elektrosatz,MERCEDES BENZ,CLK,"Typ A209, Cabrio"
JA-001733,JAEGER automotive 7P Premium Elektrosatz,MERCEDES BENZ,CLK,"Typ A209, Cabrio"
JA-001734,JAEGER automotive 13P Elektrosatz,MERCEDES BENZ,CLK,"Typ A209, Cabrio"
JA-001735,JAEGER automotive 7P Elektrosatz,MERCEDES BENZ,CLK,"Typ A209, Cabrio"
JA-001736,JAEGER automotive 13P Premium Elektrosatz,MERCEDES BENZ,CLK,"Typ C209, Coupe"
JA-001737,JAEGER automotive 7P Premium Elektrosatz,MERCEDES BENZ,CLK,"Typ C209, Coupe"
JA-001738,JAEGER automotive 13P Elektrosatz,MERCEDES BENZ,CLK,"Typ C209, Coupe"
JA-001739,JAEGER automotive 13P Elektrosatz,MERCEDES BENZ,CLK,"Typ C209, Coupe"
JA-001740,JAEGER automotive 7P Elektrosatz,MERCEDES BENZ,CLK,"Typ C209, Coupe"
JA-001741,JAEGER automotive 13P Premium Elektrosatz,MERCEDES BENZ,CLS,"Typ C257, Coupe"
JA-001742,JAEGER automotive 13P Elektrosatz,MERCEDES BENZ,CLS,"Typ C257, Coupe"
JA-001743,JAEGER automotive 7P Premium Elektrosatz,MERCEDES BENZ,CLS Shooting Brake,Typ C257
JA-001744,JAEGER automotive 13P Premium Elektrosatz,MERCEDES BENZ,CLS Shooting Brake,Typ X218
JA-001745,JAEGER automotive 7P Premium Elektrosatz,MERCEDES BENZ,CLS Shooting Brake,Typ X218
JA-001746,JAEGER automotive 13P Elektrosatz,MERCEDES BENZ,CLS Shooting Brake,Typ X218
JA-001747,JAEGER automotive 13P Elektrosatz,MERCEDES BENZ,CLS Shooting Brake,Typ X218
JA-001748,JAEGER automotive 7P Elektrosatz,MERCEDES BENZ,CLS Shooting Brake,Typ X218
JA-001749,JAEGER automotive 13P Premium Elektrosatz,MERCEDES BENZ,Citan I,"Typ W415, Kasten, Kombi, Mixto"
JA-001750,JAEGER automotive 7P Premium Elektrosatz,MERCEDES BENZ,Citan I,"Typ W415, Kasten, Kombi, Mixto"
JA-001751,Anhängerkupplung inkl. PREMIUM Elektrosatz,MERCEDES BENZ,Citan I,"Typ W415, Kasten, Kombi, Mixto"
JA-001952,Anhängerkupplung inkl. PREMIUM Elektrosatz,MITSUBISHI,Outlander III PHEV,
JA-001953,JAEGER automotive 13P Premium Elektrosatz,MITSUBISHI,Pajero,"Typ V80, V90"
JA-001954,JAEGER automotive 13P Premium Elektrosatz,MITSUBISHI,Pajero,"Typ V60, V70"
JA-001955,JAEGER automotive 13P Premium Elektrosatz,NISSAN,Ariya,
JA-001956,JAEGER automotive 13P Premium Elektrosatz,NISSAN,Cube,
JA-001957,JAEGER automotive 13P Premium Elektrosatz,NISSAN,Interstar,"Typ Bus, Kastenwagen"
JA-001958,JAEGER automotive 13P Premium Elektrosatz,NISSAN,Interstar,"Typ Bus, Kastenwagen"
JA-001959,JAEGER automotive 13P Premium Elektrosatz,NISSAN,Interstar,"Typ Pritsche, Fahrgestell"
JA-001960,JAEGER automotive 13P Premium Elektrosatz,NISSAN,Interstar,"Typ Pritsche, Fahrgestell"
JA-001961,JAEGER automotive 13P Premium Elektrosatz,NISSAN,Interstar,"Typ Pritsche, Fahrgestell"
JA-001962,JAEGER automotive 13P Premium Elektrosatz,NISSAN,Interstar,"Typ Pritsche, Fahrgestell"
JA-001963,JAEGER automotive 7P Premium Elektrosatz,NISSAN,Interstar,"Typ Pritsche, Fahrgestell"
JA-001964,JAEGER automotive 13P Premium Elektrosatz,NISSAN,Interstar,Typ Kastenwagen
JA-001965,JAEGER automotive 7P Premium Elektrosatz,NISSAN,Interstar,Typ Kastenwagen
JA-001966,Anhängerkupplung inkl. PREMIUM Elektrosatz,NISSAN,Interstar,Typ Kastenwagen
JA-001967,JAEGER automotive 13P Premium Elektrosatz,NISSAN,Juke,Typ F15
JA-001968,JAEGER automotive 13P Premium Elektrosatz,NISSAN,Juke,Typ F15
JA-001969,JAEGER automotive 13P Premium Elektrosatz,NISSAN,Juke II,Typ F16
JA-001970,JAEGER automotive 13P Premium Elektrosatz,NISSAN,Kubistar,Typ X76
JA-001971,JAEGER automotive 7P Premium Elektrosatz,NISSAN,Kubistar,Typ X76
JA-001972,JAEGER automotive 13P Premium Elektrosatz,NISSAN,Leaf,Typ ZE1
JA-001973,JAEGER automotive 13P Premium Elektrosatz,NISSAN,Micra,Typ K14
JA-001974,JAEGER automotive 7P Premium Elektrosatz,NISSAN,Micra,Typ K14
JA-001975,JAEGER automotive 13P Premium Elektrosatz,NISSAN,Murano II,Typ Z51
JA-001976,JAEGER automotive 7P Premium Elektrosatz,NISSAN,NP 300,"Typ D22 Facelift, Pritsche, Fahrgestell"
JA-001977,JAEGER automotive 13P Premium Elektrosatz,NISSAN,NV 200,Typ M20
JA-001978,JAEGER automotive 7P Premium Elektrosatz,NISSAN,NV 200,Typ M20
JA-001979,JAEGER automotive 13P Premium Elektrosatz,NISSAN,NV 200 Evalia,Typ M20
JA-001980,JAEGER automotive 7P Premium Elektrosatz,NISSAN,NV 200 Evalia,Typ M20
JA-001981,JAEGER automotive 13P Premium Elektrosatz,NISSAN,NV 250,Typ X61
JA-001982,JAEGER automotive 7P Premium Elektrosatz,NISSAN,NV 250,Typ X61
JA-001983,Anhängerkupplung inkl. PREMIUM Elektrosatz,NISSAN,NV 250,Typ X61
JA-001984,JAEGER automotive 13P Premium Elektrosatz,NISSAN,NV 300,"Typ X82, Bus, Kastenwagen"
JA-001985,JAEGER automotive 7P Premium Elektrosatz,NISSAN,NV 300,"Typ X82, Bus, Kastenwagen"
JA-001986,Anhängerkupplung inkl. PREMIUM Elektrosatz,NISSAN,NV 300,"Typ X82, Bus, Kastenwagen"
JA-001987,JAEGER automotive 13P Premium Elektrosatz,NISSAN,NV 400,"Typ X62, Pritsche, Fahrgestell"
JA-001988,JAEGER automotive 13P Premium Elektrosatz,NISSAN,NV 400,"Typ X62, Pritsche, Fahrgestell"
JA-001989,JAEGER automotive 13P Premium Elektrosatz,NISSAN,NV 400,"Typ X62, Pritsche, Fahrgestell"
JA-001990,JAEGER automotive 13P Premium Elektrosatz,NISSAN,NV 400,"Typ X62, Pritsche, Fahrgestell"
JA-001991,JAEGER automotive 7P Premium Elektrosatz,NISSAN,NV 400,"Typ X62, Pritsche, Fahrgestell"
JA-001992,JAEGER automotive 13P Premium Elektrosatz,NISSAN,NV 400,"Typ X62, Kastenwagen"
JA-001993,JAEGER automotive 7P Premium Elektrosatz,NISSAN,NV 400,"Typ X62, Kastenwagen"
JA-001994,Anhängerkupplung inkl. PREMIUM Elektrosatz,NISSAN,NV 400,"Typ X62, Kastenwagen"
JA-001995,JAEGER automotive 13P Premium Elektrosatz,NISSAN,Navara,Typ D40
JA-001996,JAEGER automotive 13P Premium Elektrosatz,NISSAN,Navara,Typ D40
JA-001997,JAEGER automotive 7P Premium Elektrosatz,NISSAN,Navara,Typ D40
JA-001998,JAEGER automotive 13P Premium Elektrosatz,NISSAN,Navara NP 300,Typ D23
JA-001999,JAEGER automotive 13P Premium Elektrosatz,NISSAN,Navara NP 300,Typ D23
JA-002000,JAEGER automotive 13P Premium Elektrosatz,NISSAN,Note,Typ E11
JA-002001,JAEGER automotive 7P Premium Elektrosatz,NISSAN,Note,Typ E11
JA-001752,JAEGER automotive 13P Premium Elektrosatz,MERCEDES BENZ,Citan II Kastenwagen,Typ W420
JA-001753,JAEGER automotive 13P Premium Elektrosatz,MERCEDES BENZ,Citan II Kastenwagen,Typ W420
JA-001754,JAEGER automotive 13P Premium Elektrosatz,MERCEDES BENZ,Citan II Tourer,Typ W420
JA-001755,JAEGER automotive 13P Premium Elektrosatz,MERCEDES BENZ,Citan II Tourer,Typ W420
JA-001756,JAEGER automotive 13P Premium Elektrosatz,MERCEDES BENZ,E-Klasse,"Typ W213, Limousine"
JA-001757,JAEGER automotive 7P Premium Elektrosatz,MERCEDES BENZ,E-Klasse,"Typ W213, Limousine"
JA-001758,JAEGER automotive 13P Elektrosatz,MERCEDES BENZ,E-Klasse,"Typ W213, Limousine"
JA-001759,Anhängerkupplung inkl. PREMIUM Elektrosatz,MERCEDES BENZ,E-Klasse,"Typ W213, Limousine"
JA-001760,JAEGER automotive 13P Premium Elektrosatz,MERCEDES BENZ,E-Klasse,"Typ W212, Limousine"
JA-001761,JAEGER automotive 7P Premium Elektrosatz,MERCEDES BENZ,E-Klasse,"Typ W212, Limousine"
JA-001762,JAEGER automotive 13P Elektrosatz,MERCEDES BENZ,E-Klasse,"Typ W212, Limousine"
JA-001763,JAEGER automotive 13P Elektrosatz,MERCEDES BENZ,E-Klasse,"Typ W212, Limousine"
JA-001764,JAEGER automotive 7P Elektrosatz,MERCEDES BENZ,E-Klasse,"Typ W212, Limousine"
JA-001765,Anhängerkupplung inkl. PREMIUM Elektrosatz,MERCEDES BENZ,E-Klasse,"Typ W212, Limousine"
JA-001766,JAEGER automotive 13P Premium Elektrosatz,MERCEDES BENZ,E-Klasse,"Typ S212, Kombi"
JA-001767,JAEGER automotive 7P Premium Elektrosatz,MERCEDES BENZ,E-Klasse,"Typ S212, Kombi"
JA-001768,JAEGER automotive 13P Elektrosatz,MERCEDES BENZ,E-Klasse,"Typ S212, Kombi"
JA-001769,JAEGER automotive 13P Elektrosatz,MERCEDES BENZ,E-Klasse,"Typ S212, Kombi"
JA-001770,JAEGER automotive 7P Elektrosatz,MERCEDES BENZ,E-Klasse,"Typ S212, Kombi"
JA-001771,Anhängerkupplung inkl. PREMIUM Elektrosatz,MERCEDES BENZ,E-Klasse,"Typ S212, Kombi"
JA-001772,JAEGER automotive 13P Premium Elektrosatz,MERCEDES BENZ,E-Klasse,"Typ C207, Coupe"
JA-001773,JAEGER automotive 7P Premium Elektrosatz,MERCEDES BENZ,E-Klasse,"Typ C207, Coupe"
JA-001774,JAEGER automotive 13P Elektrosatz,MERCEDES BENZ,E-Klasse,"Typ C207, Coupe"
JA-001775,JAEGER automotive 13P Elektrosatz,MERCEDES BENZ,E-Klasse,"Typ C207, Coupe"
JA-001776,JAEGER automotive 7P Elektrosatz,MERCEDES BENZ,E-Klasse,"Typ C207, Coupe"
JA-001777,JAEGER automotive 13P Premium Elektrosatz,MERCEDES BENZ,E-Klasse,"Typ A207, Cabrio"
JA-001778,JAEGER automotive 7P Premium Elektrosatz,MERCEDES BENZ,E-Klasse,"Typ A207, Cabrio"
JA-001779,JAEGER automotive 13P Elektrosatz,MERCEDES BENZ,E-Klasse,"Typ A207, Cabrio"
JA-001780,JAEGER automotive 13P Elektrosatz,MERCEDES BENZ,E-Klasse,"Typ A207, Cabrio"
JA-001781,JAEGER automotive 7P Elektrosatz,MERCEDES BENZ,E-Klasse,"Typ A207, Cabrio"
JA-001782,JAEGER automotive 13P Premium Elektrosatz,MERCEDES BENZ,E-Klasse,"Typ A238, Cabrio"
JA-001783,JAEGER automotive 7P Premium Elektrosatz,MERCEDES BENZ,E-Klasse,"Typ A238, Cabrio"
JA-001784,JAEGER automotive 13P Elektrosatz,MERCEDES BENZ,E-Klasse,"Typ A238, Cabrio"
JA-001785,JAEGER automotive 13P Premium Elektrosatz,MERCEDES BENZ,E-Klasse,"Typ S213, Kombi"
JA-001786,JAEGER automotive 7P Premium Elektrosatz,MERCEDES BENZ,E-Klasse,"Typ S213, Kombi"
JA-001787,JAEGER automotive 13P Elektrosatz,MERCEDES BENZ,E-Klasse,"Typ S213, Kombi"
JA-001788,Anhängerkupplung inkl. PREMIUM Elektrosatz,MERCEDES BENZ,E-Klasse,"Typ S213, Kombi"
JA-001789,JAEGER automotive 13P Premium Elektrosatz,MERCEDES BENZ,E-Klasse,"Typ C238, Coupe"
JA-001790,JAEGER automotive 7P Premium Elektrosatz,MERCEDES BENZ,E-Klasse,"Typ C238, Coupe"
JA-001791,JAEGER automotive 13P Elektrosatz,MERCEDES BENZ,E-Klasse,"Typ C238, Coupe"
JA-001792,JAEGER automotive 13P Premium Elektrosatz,MERCEDES BENZ,E-Klasse,"Typ W211, Limousine"
JA-001793,JAEGER automotive 13P Elektrosatz,MERCEDES BENZ,E-Klasse,"Typ W211, Limousine"
JA-001794,JAEGER automotive 13P Elektrosatz,MERCEDES BENZ,E-Klasse,"Typ W211, Limousine"
JA-001795,JAEGER automotive 7P Elektrosatz,MERCEDES BENZ,E-Klasse,"Typ W211, Limousine"
JA-001796,JAEGER automotive 13P Premium Elektrosatz,MERCEDES BENZ,E-Klasse,"Typ S211, Kombi"
JA-001797,JAEGER automotive 13P Elektrosatz,MERCEDES BENZ,E-Klasse,"Typ S211, Kombi"
JA-001798,JAEGER automotive 13P Elektrosatz,MERCEDES BENZ,E-Klasse,"Typ S211, Kombi"
JA-001799,JAEGER automotive 7P Elektrosatz,MERCEDES BENZ,E-Klasse,"Typ S211, Kombi"
JA-001800,JAEGER automotive 13P Premium Elektrosatz,MERCEDES BENZ,EQA,Typ N243
JA-001801,JAEGER automotive 13P Premium Elektrosatz,MERCEDES BENZ,EQA,Typ N243
JA-001852,JAEGER automotive 13P Premium Elektrosatz,MERCEDES BENZ,R-Klasse,Typ W251
JA-001853,JAEGER automotive 13P Premium Elektrosatz,MERCEDES BENZ,Sprinter,"Typ W901 bis W905, alle Modelle"
JA-001854,JAEGER automotive 13P Premium Elektrosatz,MERCEDES BENZ,Sprinter,"Typ W901 bis W905, alle Modelle"
JA-001855,JAEGER automotive 13P Premium Elektrosatz,MERCEDES BENZ,Sprinter NCV III,"Typ W906, Kasten, Kombi"
JA-001856,JAEGER automotive 13P Premium Elektrosatz,MERCEDES BENZ,Sprinter NCV III,"Typ W906, Kasten, Kombi"
JA-001857,JAEGER automotive 7P Premium Elektrosatz,MERCEDES BENZ,Sprinter NCV III,"Typ W906, Kasten, Kombi"
JA-001858,Anhängerkupplung inkl. PREMIUM Elektrosatz,MERCEDES BENZ,Sprinter NCV III,"Typ W906, Kasten, Kombi"
JA-001859,JAEGER automotive 13P Premium Elektrosatz,MERCEDES BENZ,Sprinter NCV III,"Typ W906, Pritsche, Fahrgestell"
JA-001860,JAEGER automotive 13P Premium Elektrosatz,MERCEDES BENZ,Sprinter NCV III,"Typ W906, Pritsche, Fahrgestell"
JA-001861,JAEGER automotive 7P Premium Elektrosatz,MERCEDES BENZ,Sprinter NCV III,"Typ W906, Pritsche, Fahrgestell"
JA-001862,Anhängerkupplung inkl. PREMIUM Elektrosatz,MERCEDES BENZ,Sprinter NCV III,"Typ W906, Pritsche, Fahrgestell"
JA-001863,JAEGER automotive 13P Premium Elektrosatz,MERCEDES BENZ,Sprinter VS30,"Typ W907, W910, mit verlängerten Fahrgestell"
JA-001864,JAEGER automotive 13P Premium Elektrosatz,MERCEDES BENZ,Sprinter VS30,"Typ W907, W910, mit verlängerten Fahrgestell"
JA-001865,JAEGER automotive 13P Premium Elektrosatz,MERCEDES BENZ,Sprinter VS30,"Typ W907, W910"
JA-001866,JAEGER automotive 13P Premium Elektrosatz,MERCEDES BENZ,Sprinter VS30,"Typ W907, W910"
JA-001867,JAEGER automotive 13P Premium Elektrosatz,MERCEDES BENZ,Sprinter VS30,"Typ W907, W910"
JA-001868,JAEGER automotive 13P Premium Elektrosatz,MERCEDES BENZ,T-Klasse,Typ W420
JA-001869,JAEGER automotive 13P Premium Elektrosatz,MERCEDES BENZ,T-Klasse,Typ W420
JA-001870,JAEGER automotive 13P Premium Elektrosatz,MERCEDES BENZ,V-Klasse,Typ W447
JA-001871,JAEGER automotive 13P Premium Elektrosatz,MERCEDES BENZ,V-Klasse,Typ W447
JA-001872,JAEGER automotive 7P Premium Elektrosatz,MERCEDES BENZ,V-Klasse,Typ W447
JA-001873,Anhängerkupplung inkl. PREMIUM Elektrosatz,MERCEDES BENZ,V-Klasse,Typ W447
JA-001874,Anhängerkupplung inkl. PREMIUM Elektrosatz,MERCEDES BENZ,V-Klasse,Typ W447
JA-001875,JAEGER automotive 13P Premium Elektrosatz,MERCEDES BENZ,Vaneo,Typ W414
JA-001876,JAEGER automotive 13P Premium Elektrosatz,MERCEDES BENZ,Viano,Typ W639
JA-001877,JAEGER automotive 13P Premium Elektrosatz,MERCEDES BENZ,Viano,Typ W639
JA-001878,JAEGER automotive 7P Premium Elektrosatz,MERCEDES BENZ,Viano,Typ W639
JA-001879,Anhängerkupplung inkl. PREMIUM Elektrosatz,MERCEDES BENZ,Viano,Typ W639
JA-001880,Anhängerkupplung inkl. PREMIUM Elektrosatz,MERCEDES BENZ,Viano,Typ W639
JA-001881,JAEGER automotive 13P Premium Elektrosatz,MERCEDES BENZ,Vito,Typ W639
JA-001882,JAEGER automotive 13P Premium Elektrosatz,MERCEDES BENZ,Vito,Typ W639
JA-001883,JAEGER automotive 7P Premium Elektrosatz,MERCEDES BENZ,Vito,Typ W639
JA-001884,Anhängerkupplung inkl. PREMIUM Elektrosatz,MERCEDES BENZ,Vito,Typ W639
JA-001885,Anhängerkupplung inkl. PREMIUM Elektrosatz,MERCEDES BENZ,Vito,Typ W639
JA-001886,JAEGER automotive 13P Premium Elektrosatz,MERCEDES BENZ,Vito,Typ W447
JA-001887,JAEGER automotive 13P Premium Elektrosatz,MERCEDES BENZ,Vito,Typ W447
JA-001888,JAEGER automotive 7P Premium Elektrosatz,MERCEDES BENZ,Vito,Typ W447
JA-001889,Anhängerkupplung inkl. PREMIUM Elektrosatz,MERCEDES BENZ,Vito,Typ W447
JA-001890,Anhängerkupplung inkl. PREMIUM Elektrosatz,MERCEDES BENZ,Vito,Typ W447
JA-001891,JAEGER automotive 13P Premium Elektrosatz,MERCEDES BENZ,X-Klasse,Typ 470
JA-001892,JAEGER automotive 13P Premium Elektrosatz,MERCEDES BENZ,eVito,Typ W447
JA-001893,JAEGER automotive 13P Premium Elektrosatz,MERCEDES BENZ,eVito,Typ W447
JA-001894,JAEGER automotive 7P Premium Elektrosatz,MERCEDES BENZ,eVito,Typ W447
JA-001895,JAEGER automotive 13P Premium Elektrosatz,MG,3,Typ Hybrid+
JA-001896,JAEGER automotive 13P Premium Elektrosatz,MG,4,Typ EV
JA-001897,JAEGER automotive 13P Premium Elektrosatz,MG,4,
JA-001898,JAEGER automotive 13P Premium Elektrosatz,MG,5,Typ EV
JA-001899,JAEGER automotive 13P Premium Elektrosatz,MG,EHS,Typ PHEV
JA-001900,JAEGER automotive 13P Premium Elektrosatz,MG,Marvel R,Typ EV
JA-001901,JAEGER automotive 13P Premium Elektrosatz,MG,ZS,Typ EV
JA-000801,JAEGER automotive 13P Premium Elektrosatz,DODGE,Uni E-Satz,für US Fahrzeuge
JA-000802,JAEGER automotive 13P Premium Elektrosatz,DR Automobiles,EVO 5,
JA-000803,JAEGER automotive 13P Premium Elektrosatz,DS Automobiles,DS3,Typ SA
JA-000804,JAEGER automotive 7P Premium Elektrosatz,DS Automobiles,DS3,Typ SA
JA-000805,JAEGER automotive 13P Elektrosatz,DS Automobiles,DS3,Typ SA
JA-000806,JAEGER automotive 13P Premium Elektrosatz,DS Automobiles,DS3 Cabrio,Typ SA
JA-000807,JAEGER automotive 7P Premium Elektrosatz,DS Automobiles,DS3 Cabrio,Typ SA
JA-000808,JAEGER automotive 13P Elektrosatz,DS Automobiles,DS3 Cabrio,Typ SA
JA-000809,JAEGER automotive 13P Premium Elektrosatz,DS Automobiles,DS3 Crossback,Typ D34
JA-000810,JAEGER automotive 7P Premium Elektrosatz,DS Automobiles,DS3 Crossback,Typ D34
JA-000811,JAEGER automotive 13P Premium Elektrosatz,DS Automobiles,DS3 Crossback E-Tense,Typ D34 EV
JA-000812,JAEGER automotive 7P Premium Elektrosatz,DS Automobiles,DS3 Crossback E-Tense,Typ D34 EV
JA-000813,JAEGER automotive 13P Elektrosatz,DS Automobiles,DS3 Crossback E-Tense,Typ D34 EV
JA-000814,JAEGER automotive 13P Premium Elektrosatz,DS Automobiles,DS4,"Typ D41, D41 PHEV"
JA-000815,Anhängerkupplung inkl. PREMIUM Elektrosatz,DS Automobiles,DS4,"Typ D41, D41 PHEV"
JA-000816,JAEGER automotive 13P Premium Elektrosatz,DS Automobiles,DS7 Crossback,Typ X74
JA-000817,JAEGER automotive 13P Premium Elektrosatz,DS Automobiles,DS7 Crossback,Typ X74
JA-000818,JAEGER automotive 7P Premium Elektrosatz,DS Automobiles,DS7 Crossback,Typ X74
JA-000819,JAEGER automotive 13P Elektrosatz,DS Automobiles,DS7 Crossback,Typ X74
JA-000820,Anhängerkupplung inkl. PREMIUM Elektrosatz,DS Automobiles,DS7 Crossback,Typ X74
JA-000821,JAEGER automotive 13P Premium Elektrosatz,DS Automobiles,DS7 Crossback E-Tense,Typ X74 PHEV
JA-000822,JAEGER automotive 13P Premium Elektrosatz,DS Automobiles,DS7 Crossback E-Tense,Typ X74 PHEV
JA-000823,JAEGER automotive 7P Premium Elektrosatz,DS Automobiles,DS7 Crossback E-Tense,Typ X74 PHEV
JA-000824,JAEGER automotive 13P Elektrosatz,DS Automobiles,DS7 Crossback E-Tense,Typ X74 PHEV
JA-000825,Anhängerkupplung inkl. PREMIUM Elektrosatz,DS Automobiles,DS7 Crossback E-Tense,Typ X74 PHEV
JA-000826,JAEGER automotive 13P Premium Elektrosatz,ELARIS,BEO,
JA-000827,JAEGER automotive 13P Premium Elektrosatz,FIAT,500,Typ 312
JA-000828,JAEGER automotive 13P Elektrosatz,FIAT,500,Typ 312
JA-000829,JAEGER automotive 13P Premium Elektrosatz,FIAT,500C,Typ 312
JA-000830,JAEGER automotive 13P Elektrosatz,FIAT,500C,Typ 312
JA-000831,JAEGER automotive 13P Premium Elektrosatz,FIAT,500L,"Typ 351, 352"
JA-000832,JAEGER automotive 13P Premium Elektrosatz,FIAT,500L Living / Cross,"Typ 351, 352"
JA-000833,JAEGER automotive 13P Premium Elektrosatz,FIAT,500L Trekking / Wagon,"Typ 351, 352"
JA-000834,JAEGER automotive 13P Premium Elektrosatz,FIAT,500X,Typ 334
JA-000835,JAEGER automotive 7P Premium Elektrosatz,FIAT,500X,Typ 334
JA-000836,Anhängerkupplung inkl. PREMIUM Elektrosatz,FIAT,500X,Typ 334
JA-000837,JAEGER automotive 13P Premium Elektrosatz,FIAT,500e,Typ 332
JA-000838,JAEGER automotive 13P Premium Elektrosatz,FIAT,600,
JA-000839,JAEGER automotive 7P Premium Elektrosatz,FIAT,600,
JA-000840,JAEGER automotive 13P Premium Elektrosatz,FIAT,Doblo,"Typ Personenkraftwagen, 263"
JA-000841,JAEGER automotive 7P Premium Elektrosatz,FIAT,Doblo,"Typ Personenkraftwagen, 263"
JA-000842,Anhängerkupplung inkl. PREMIUM Elektrosatz,FIAT,Doblo,"Typ Personenkraftwagen, 263"
JA-000843,JAEGER automotive 13P Premium Elektrosatz,FIAT,Doblo,Typ 223
JA-000844,JAEGER automotive 13P Premium Elektrosatz,FIAT,Doblo Cargo Work Up,"Typ Lastkraftwagen, 263"
JA-000845,JAEGER automotive 7P Premium Elektrosatz,FIAT,Doblo Cargo Work Up,"Typ Lastkraftwagen, 263"
JA-000846,Anhängerkupplung inkl. PREMIUM Elektrosatz,FIAT,Doblo Cargo Work Up,"Typ Lastkraftwagen, 263"
JA-000847,JAEGER automotive 13P Premium Elektrosatz,FIAT,Doblo Cargo Work Up,"Typ Pritschenwagen, 263"
JA-000848,JAEGER automotive 7P Premium Elektrosatz,FIAT,Doblo Cargo Work Up,"Typ Pritschenwagen, 263"
JA-000849,JAEGER automotive 13P Premium Elektrosatz,FIAT,Doblo III,Typ K9
JA-000850,JAEGER automotive 13P Premium Elektrosatz,FIAT,Doblo III,Typ K9
JA-001251,JAEGER automotive 13P Premium Elektrosatz,HYUNDAI,Ioniq 5,Typ NE
JA-001252,JAEGER automotive 13P Premium Elektrosatz,HYUNDAI,Ioniq 5,Typ NE
JA-001253,JAEGER automotive 13P Premium Elektrosatz,HYUNDAI,Ioniq 6,Typ CE
JA-001254,JAEGER automotive 13P Premium Elektrosatz,HYUNDAI,Ioniq Hybrid,Typ AE
JA-001255,JAEGER automotive 13P Premium Elektrosatz,HYUNDAI,Ioniq Plug in Hybrid,Typ AE
JA-001256,JAEGER automotive 13P Premium Elektrosatz,HYUNDAI,Kona,Typ OS
JA-001257,JAEGER automotive 13P Premium Elektrosatz,HYUNDAI,Kona,Typ OS
JA-001258,JAEGER automotive 13P Premium Elektrosatz,HYUNDAI,Kona,Typ OS
JA-001259,JAEGER automotive 13P Premium Elektrosatz,HYUNDAI,Kona Electric,Typ OS EV
JA-001260,JAEGER automotive 13P Premium Elektrosatz,HYUNDAI,Kona Electric,Typ OS EV
JA-001261,JAEGER automotive 13P Premium Elektrosatz,HYUNDAI,Kona Electric,Typ OS EV
JA-001262,JAEGER automotive 13P Premium Elektrosatz,HYUNDAI,Kona Hybrid,Typ OS HEV
JA-001263,JAEGER automotive 13P Premium Elektrosatz,HYUNDAI,Kona Hybrid,Typ OS HEV
JA-001264,JAEGER automotive 13P Premium Elektrosatz,HYUNDAI,Kona Hybrid,Typ OS HEV
